2025-05-17T15:37:49.610632,10.25135:acg.oc.76.20.01.1530.pdf,10.25135:acg.oc.76.20.01.1530_metadata.json,Success,10.25135/acg.oc.76.20.01.1530
2025-05-17T15:37:54.455302,10.20964:2021.08.42.pdf,10.20964:2021.08.42_metadata.json,Success,10.20964/2021.08.42
2025-05-17T15:44:37.089103,10.25135:acg.oc.76.20.01.1530.pdf,10.25135:acg.oc.76.20.01.1530_metadata.json,Failed to publish,
2025-05-17T15:44:41.010584,10.20964:2021.08.42.pdf,10.20964:2021.08.42_metadata.json,Failed to publish,
